,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st
31,2017/10/16,15:01:34,340,ばんごう,2,1,2,SET,2,4,0,4,3,1508133680,0,f,0,0,0,0,0,0,1,2.0,赤い花 を 2 本 もっています,e0,existence,2.0,decrease,,0,0,0
32,2017/10/16,15:01:35,341,ばんごう,2,1,3,SET,1,1,1,4,3,1508133680,0,f,0,0,1,0,1,2,1,0.0,赤い花 を ? 本 もっています,e1,existence,1.0,decrease,e1,0,0,0
33,2017/10/16,15:01:35,341,ばんごう,2,1,3,CHECK,0,0,1,4,3,1508133680,1,f,0,0,1,0,1,2,1,,,,,,,,0,0,0
34,2017/10/16,15:01:38,341,ばんごう,2,1,4,REMOVE,1,1,1,4,3,1508133680,1,f,0,0,1,0,1,2,1,0.0,赤い花 を ? 本 もっています,e1,existence,1.0,decrease,e1,0,0,0
35,2017/10/16,15:01:40,346,ばんごう,2,1,5,SET,1,6,6,4,3,1508133680,1,f,0,0,1,0,0,1,1,0.0,白い花 を ? 本 もっています,e0,existence,1.0,decrease,,0,0,0
36,2017/10/16,15:01:41,346,ばんごう,2,1,5,CHECK,0,0,6,4,3,1508133680,2,f,0,0,1,0,0,1,1,,,,,,,,0,0,0
37,2017/10/16,15:01:46,346,ばんごう,2,1,6,REMOVE,2,4,6,4,3,1508133680,2,f,0,0,1,0,0,1,1,2.0,赤い花 を 2 本 もっています,e0,existence,2.0,decrease,,0,0,0
38,2017/10/16,15:01:46,326,ばんごう,2,1,7,SET,2,2,6,2,3,1508133680,2,f,1,1,1,1,0,4,1,2.0,赤い花 を 2 本 あげました,r1,decrease,2.0,decrease,r,0,0,0
39,2017/10/16,15:01:47,326,ばんごう,2,1,7,CHECK,0,0,6,2,3,1508133680,3,f,1,1,1,1,0,4,1,,,,,,,,0,0,0
40,2017/10/16,15:01:52,326,ばんごう,2,1,8,REMOVE,3,3,6,2,3,1508133680,3,f,1,1,1,1,0,4,1,5.0,赤い花 を 5 本 もっています,e1,existence,3.0,decrease,e2,0,0,0
41,2017/10/16,15:01:52,526,ばんごう,2,1,9,SET,3,5,6,2,5,1508133680,3,f,0,0,1,0,0,1,1,5.0,赤い花 を 5 本 もらいました,r0,increase,3.0,decrease,,0,0,0
42,2017/10/16,15:01:53,526,ばんごう,2,1,9,CHECK,0,0,6,2,5,1508133680,4,f,0,0,1,0,0,1,1,,,,,,,,0,0,0
43,2017/10/16,15:01:54,526,ばんごう,2,1,10,REMOVE,1,6,6,2,5,1508133680,4,f,0,0,1,0,0,1,1,0.0,白い花 を ? 本 もっています,e0,existence,1.0,decrease,,0,0,0
44,2017/10/16,15:01:54,520,ばんごう,2,1,11,REMOVE,2,2,0,2,5,1508133680,4,f,0,0,0,0,0,0,1,2.0,赤い花 を 2 本 あげました,r1,decrease,2.0,decrease,r,0,0,0
45,2017/10/16,15:01:55,500,ばんごう,2,1,12,REMOVE,3,5,0,0,5,1508133680,4,f,0,0,0,0,0,0,1,5.0,赤い花 を 5 本 もらいました,r0,increase,3.0,decrease,,0,0,0
46,2017/10/16,15:02:27,1,ばんごう,2,1,13,SET,1,1,1,0,0,1508133680,4,f,0,0,0,0,0,0,1,0.0,赤い花 を ? 本 もっています,e1,existence,1.0,decrease,e1,0,0,0
47,2017/10/16,15:02:32,21,ばんごう,2,1,14,SET,2,2,1,2,0,1508133680,4,f,0,1,0,0,0,1,1,2.0,赤い花 を 2 本 あげました,r1,decrease,2.0,decrease,r,0,0,0
48,2017/10/16,15:02:35,321,ばんごう,2,1,15,SET,3,3,1,2,3,1508133680,4,s,1,1,1,1,1,5,1,5.0,赤い花 を 5 本 もっています,e1,existence,3.0,decrease,e2,0,0,0
49,2017/10/16,15:02:35,321,ばんごう,2,1,15,CHECK,0,0,1,2,3,1508133680,5,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
50,2017/10/16,15:02:36,0,ばんごう,2,2,0,PROB_BEGIN,0,0,0,0,0,1508133756,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
51,2017/10/16,15:02:50,1,ばんごう,2,2,1,SET,1,1,1,0,0,1508133756,0,f,0,0,0,0,0,0,1,0.0,男の子 が ? にん います,e1,existence,1.0,decrease,e1,0,0,0
52,2017/10/16,15:02:54,21,ばんごう,2,2,2,SET,2,2,1,2,0,1508133756,0,f,0,1,0,0,0,1,1,5.0,男の子 が 5 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
53,2017/10/16,15:02:56,321,ばんごう,2,2,3,SET,3,3,1,2,3,1508133756,0,s,1,1,1,1,1,5,1,3.0,男の子 が 3 にん います,e1,existence,3.0,decrease,e2,0,0,0
54,2017/10/16,15:02:56,321,ばんごう,2,2,3,CHECK,0,0,1,2,3,1508133756,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
55,2017/10/16,15:02:57,0,ばんごう,2,3,0,PROB_BEGIN,0,0,0,0,0,1508133777,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
56,2017/10/16,15:03:10,1,ばんごう,2,3,1,SET,1,1,1,0,0,1508133777,0,f,0,0,0,0,0,0,1,0.0,青いカード を ? まい もっています,e1,existence,1.0,decrease,e1,0,0,0
57,2017/10/16,15:03:12,201,ばんごう,2,3,2,SET,3,2,1,0,2,1508133777,0,f,0,1,0,0,0,1,1,2.0,青いカード を 2 まい あげました,r1,decrease,2.0,decrease,r,0,0,0
58,2017/10/16,15:03:13,201,ばんごう,2,3,3,REMOVE,3,2,1,0,2,1508133777,0,f,0,1,0,0,0,1,1,2.0,青いカード を 2 まい あげました,r1,decrease,2.0,decrease,r,0,0,0
59,2017/10/16,15:03:13,21,ばんごう,2,3,4,SET,2,2,1,2,0,1508133777,0,f,0,1,0,0,0,1,1,2.0,青いカード を 2 まい あげました,r1,decrease,2.0,decrease,r,0,0,0
60,2017/10/16,15:03:18,321,ばんごう,2,3,5,SET,3,3,1,2,3,1508133777,0,s,1,1,1,1,1,5,1,5.0,青いカード を 5 まい もっています,e1,existence,3.0,decrease,e2,0,0,0
61,2017/10/16,15:03:19,321,ばんごう,2,3,5,CHECK,0,0,1,2,3,1508133777,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
62,2017/10/16,15:03:19,0,ばんごう,2,4,0,PROB_BEGIN,0,0,0,0,0,1508133799,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
63,2017/10/16,15:03:26,6,ばんごう,2,4,1,SET,1,6,6,0,0,1508133799,0,f,0,0,0,0,0,0,1,0.0,白いくるま が ? だい います,e0,existence,1.0,decrease,,0,0,0
64,2017/10/16,15:03:32,26,ばんごう,2,4,2,SET,2,2,6,2,0,1508133799,0,f,0,1,0,0,0,1,1,2.0,きいろいくるま が 2 だい でていきました,r1,decrease,2.0,decrease,r,0,0,0
65,2017/10/16,15:03:34,326,ばんごう,2,4,3,SET,3,3,6,2,3,1508133799,0,f,1,1,1,1,0,4,1,4.0,きいろいくるま が 4 だい います,e1,existence,3.0,decrease,e2,0,0,0
66,2017/10/16,15:03:34,326,ばんごう,2,4,3,CHECK,0,0,6,2,3,1508133799,1,f,1,1,1,1,0,4,1,,,,,,,,1,0,1
67,2017/10/16,15:03:40,326,ばんごう,2,4,4,REMOVE,2,2,6,2,3,1508133799,1,f,1,1,1,1,0,4,1,2.0,きいろいくるま が 2 だい でていきました,r1,decrease,2.0,decrease,r,0,0,0
68,2017/10/16,15:03:42,346,ばんごう,2,4,5,SET,2,4,6,4,3,1508133799,1,f,0,0,1,0,0,1,1,2.0,きいろいくるま が 2 だい います,e0,existence,2.0,decrease,,0,0,0
69,2017/10/16,15:03:42,346,ばんごう,2,4,5,CHECK,0,0,6,4,3,1508133799,2,f,0,0,1,0,0,1,1,,,,,,,,1,0,1
70,2017/10/16,15:03:43,346,ばんごう,2,4,6,REMOVE,2,4,6,4,3,1508133799,2,f,0,0,1,0,0,1,1,2.0,きいろいくるま が 2 だい います,e0,existence,2.0,decrease,,0,0,0
71,2017/10/16,15:03:44,306,ばんごう,2,4,7,REMOVE,3,3,6,0,3,1508133799,2,f,0,0,0,0,0,0,1,4.0,きいろいくるま が 4 だい います,e1,existence,3.0,decrease,e2,0,0,0
72,2017/10/16,15:03:54,26,ばんごう,2,4,8,SET,2,2,6,2,0,1508133799,2,f,0,1,0,0,0,1,1,2.0,きいろいくるま が 2 だい でていきました,r1,decrease,2.0,decrease,r,0,0,0
73,2017/10/16,15:03:58,526,ばんごう,2,4,9,SET,3,5,6,2,5,1508133799,2,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
74,2017/10/16,15:03:59,526,ばんごう,2,4,10,REMOVE,3,5,6,2,5,1508133799,2,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
75,2017/10/16,15:04:00,326,ばんごう,2,4,11,SET,3,3,6,2,3,1508133799,2,f,1,1,1,1,0,4,1,4.0,きいろいくるま が 4 だい います,e1,existence,3.0,decrease,e2,0,0,0
76,2017/10/16,15:04:00,326,ばんごう,2,4,11,CHECK,0,0,6,2,3,1508133799,3,f,1,1,1,1,0,4,1,,,,,,,,1,0,1
77,2017/10/16,15:04:02,326,ばんごう,2,4,12,REMOVE,3,3,6,2,3,1508133799,3,f,1,1,1,1,0,4,1,4.0,きいろいくるま が 4 だい います,e1,existence,3.0,decrease,e2,0,0,0
78,2017/10/16,15:04:03,526,ばんごう,2,4,13,SET,3,5,6,2,5,1508133799,3,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
79,2017/10/16,15:04:04,526,ばんごう,2,4,13,CHECK,0,0,6,2,5,1508133799,4,f,0,0,1,0,0,1,1,,,,,,,,1,0,1
80,2017/10/16,15:04:05,526,ばんごう,2,4,14,REMOVE,3,5,6,2,5,1508133799,4,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
81,2017/10/16,15:04:06,26,ばんごう,2,4,15,REMOVE,1,6,6,2,0,1508133799,4,f,0,1,0,0,0,1,1,0.0,白いくるま が ? だい います,e0,existence,1.0,decrease,,0,0,0
82,2017/10/16,15:04:07,21,ばんごう,2,4,16,SET,1,1,1,2,0,1508133799,4,f,0,1,0,0,0,1,1,0.0,きいろいくるま が ? だい います,e1,existence,1.0,decrease,e1,0,0,0
83,2017/10/16,15:04:08,521,ばんごう,2,4,17,SET,3,5,1,2,5,1508133799,4,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
84,2017/10/16,15:04:08,521,ばんごう,2,4,17,CHECK,0,0,1,2,5,1508133799,5,f,0,0,1,0,0,1,1,,,,,,,,1,0,1
85,2017/10/16,15:04:09,521,ばんごう,2,4,18,REMOVE,3,5,1,2,5,1508133799,5,f,0,0,1,0,0,1,1,4.0,きいろいくるま が 4 だい きました,r0,increase,3.0,decrease,,0,0,0
86,2017/10/16,15:04:10,321,ばんごう,2,4,19,SET,3,3,1,2,3,1508133799,5,s,1,1,1,1,1,5,1,4.0,きいろいくるま が 4 だい います,e1,existence,3.0,decrease,e2,0,0,0
87,2017/10/16,15:04:10,321,ばんごう,2,4,19,CHECK,0,0,1,2,3,1508133799,6,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
88,2017/10/16,15:04:11,0,ばんごう,2,5,0,PROB_BEGIN,0,0,0,0,0,1508133851,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
89,2017/10/16,15:05:18,6,ばんごう,2,5,1,SET,1,6,6,0,0,1508133851,0,f,0,0,0,0,0,0,1,0.0,おとな が ? にん います,e0,existence,1.0,decrease,,0,0,0
90,2017/10/16,15:05:21,26,ばんごう,2,5,2,SET,2,2,6,2,0,1508133851,0,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
91,2017/10/16,15:05:23,326,ばんごう,2,5,3,SET,3,3,6,2,3,1508133851,0,f,1,1,1,1,0,4,1,5.0,子ども が 5 にん います,e1,existence,3.0,decrease,e2,0,0,0
92,2017/10/16,15:05:23,326,ばんごう,2,5,3,CHECK,0,0,6,2,3,1508133851,1,f,1,1,1,1,0,4,1,,,,,,,,1,0,1
93,2017/10/16,15:05:24,326,ばんごう,2,5,4,REMOVE,3,3,6,2,3,1508133851,1,f,1,1,1,1,0,4,1,5.0,子ども が 5 にん います,e1,existence,3.0,decrease,e2,0,0,0
94,2017/10/16,15:05:26,526,ばんごう,2,5,5,SET,3,5,6,2,5,1508133851,1,f,0,0,1,0,0,1,1,5.0,子ども が 5 にん きました,r0,increase,3.0,decrease,,0,0,0
95,2017/10/16,15:05:26,526,ばんごう,2,5,5,CHECK,0,0,6,2,5,1508133851,2,f,0,0,1,0,0,1,1,,,,,,,,1,0,1
96,2017/10/16,15:05:27,526,ばんごう,2,5,6,REMOVE,3,5,6,2,5,1508133851,2,f,0,0,1,0,0,1,1,5.0,子ども が 5 にん きました,r0,increase,3.0,decrease,,0,0,0
97,2017/10/16,15:05:27,26,ばんごう,2,5,7,REMOVE,2,2,6,2,0,1508133851,2,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
98,2017/10/16,15:05:43,6,ばんごう,2,5,8,REMOVE,1,6,6,0,0,1508133851,2,f,0,0,0,0,0,0,1,0.0,おとな が ? にん います,e0,existence,1.0,decrease,,0,0,0
99,2017/10/16,15:05:44,1,ばんごう,2,5,9,SET,1,1,1,0,0,1508133851,2,f,0,0,0,0,0,0,1,0.0,子ども が ? にん います,e1,existence,1.0,decrease,e1,0,0,0
100,2017/10/16,15:05:45,201,ばんごう,2,5,10,SET,3,2,1,0,2,1508133851,2,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
101,2017/10/16,15:05:45,201,ばんごう,2,5,11,REMOVE,3,2,1,0,2,1508133851,2,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
102,2017/10/16,15:05:45,21,ばんごう,2,5,12,SET,2,2,1,2,0,1508133851,2,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
103,2017/10/16,15:05:48,321,ばんごう,2,5,13,SET,3,3,1,2,3,1508133851,2,s,1,1,1,1,1,5,1,5.0,子ども が 5 にん います,e1,existence,3.0,decrease,e2,0,0,0
104,2017/10/16,15:05:49,321,ばんごう,2,5,13,CHECK,0,0,1,2,3,1508133851,3,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
105,2017/10/20,11:57:41,0,31710071,1,1,0,PROB_BEGIN,0,0,0,0,0,1508468261,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
106,2017/10/20,11:57:46,1,31710071,1,1,1,SET,1,1,1,0,0,1508468261,0,f,0,0,0,0,0,0,1,7.0,赤い花 を 7 本 もっています,e1,existence,1.0,decrease,e1,0,0,0
107,2017/10/20,11:57:50,21,31710071,1,1,2,SET,2,2,1,2,0,1508468261,0,f,0,1,0,0,0,1,1,2.0,赤い花 を 2 本 あげました,r1,decrease,2.0,decrease,r,0,0,0
108,2017/10/20,11:57:54,321,31710071,1,1,3,SET,3,3,1,2,3,1508468261,0,s,1,1,1,1,1,5,1,0.0,赤い花 を ? 本 もっています,e1,existence,3.0,decrease,e2,0,0,0
109,2017/10/20,11:57:55,321,31710071,1,1,3,CHECK,0,0,1,2,3,1508468261,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
110,2017/10/20,11:57:56,0,31710071,1,2,0,PROB_BEGIN,0,0,0,0,0,1508468276,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
111,2017/10/20,11:58:00,1,31710071,1,2,1,SET,1,1,1,0,0,1508468276,0,f,0,0,0,0,0,0,1,8.0,男の子 が 8 にん います,e1,existence,1.0,decrease,e1,0,0,0
112,2017/10/20,11:58:06,21,31710071,1,2,2,SET,2,2,1,2,0,1508468276,0,f,0,1,0,0,0,1,1,5.0,男の子 が 5 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
113,2017/10/20,11:58:08,321,31710071,1,2,3,SET,3,3,1,2,3,1508468276,0,s,1,1,1,1,1,5,1,0.0,男の子 が ? にん います,e1,existence,3.0,decrease,e2,0,0,0
114,2017/10/20,11:58:09,321,31710071,1,2,3,CHECK,0,0,1,2,3,1508468276,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
115,2017/10/20,11:58:10,0,31710071,1,3,0,PROB_BEGIN,0,0,0,0,0,1508468290,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
116,2017/10/20,11:58:17,1,31710071,1,3,1,SET,1,1,1,0,0,1508468290,0,f,0,0,0,0,0,0,1,7.0,青いカード を 7 まい もっています,e1,existence,1.0,decrease,e1,0,0,0
117,2017/10/20,11:58:20,21,31710071,1,3,2,SET,2,2,1,2,0,1508468290,0,f,0,1,0,0,0,1,1,2.0,青いカード を 2 まい あげました,r1,decrease,2.0,decrease,r,0,0,0
118,2017/10/20,11:58:23,321,31710071,1,3,3,SET,3,3,1,2,3,1508468290,0,s,1,1,1,1,1,5,1,0.0,青いカード を ? まい もっています,e1,existence,3.0,decrease,e2,0,0,0
119,2017/10/20,11:58:24,321,31710071,1,3,3,CHECK,0,0,1,2,3,1508468290,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
120,2017/10/20,11:58:24,0,31710071,1,4,0,PROB_BEGIN,0,0,0,0,0,1508468304,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
121,2017/10/20,11:58:34,1,31710071,1,4,1,SET,1,1,1,0,0,1508468304,0,f,0,0,0,0,0,0,1,6.0,きいろいくるま が 6 だい います,e1,existence,1.0,decrease,e1,0,0,0
122,2017/10/20,11:58:44,21,31710071,1,4,2,SET,2,2,1,2,0,1508468304,0,f,0,1,0,0,0,1,1,2.0,きいろいくるま が 2 だい でていきました,r1,decrease,2.0,decrease,r,0,0,0
123,2017/10/20,11:58:46,321,31710071,1,4,3,SET,3,3,1,2,3,1508468304,0,s,1,1,1,1,1,5,1,0.0,きいろいくるま が ? だい います,e1,existence,3.0,decrease,e2,0,0,0
124,2017/10/20,11:58:47,321,31710071,1,4,3,CHECK,0,0,1,2,3,1508468304,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
125,2017/10/20,11:58:47,0,31710071,1,5,0,PROB_BEGIN,0,0,0,0,0,1508468327,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
126,2017/10/20,11:58:51,1,31710071,1,5,1,SET,1,1,1,0,0,1508468327,0,f,0,0,0,0,0,0,1,9.0,子ども が 9 にん います,e1,existence,1.0,decrease,e1,0,0,0
127,2017/10/20,11:58:54,21,31710071,1,5,2,SET,2,2,1,2,0,1508468327,0,f,0,1,0,0,0,1,1,4.0,子ども が 4 にん かえりました,r1,decrease,2.0,decrease,r,0,0,0
128,2017/10/20,11:58:58,321,31710071,1,5,3,SET,3,3,1,2,3,1508468327,0,s,1,1,1,1,1,5,1,0.0,子ども が ? にん います,e1,existence,3.0,decrease,e2,0,0,0
129,2017/10/20,11:58:59,321,31710071,1,5,3,CHECK,0,0,1,2,3,1508468327,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
130,2017/10/20,11:59:02,0,31710071,2,1,0,PROB_BEGIN,0,0,0,0,0,1508468342,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
131,2017/10/20,11:59:09,20,31710071,2,1,1,SET,2,2,0,2,0,1508468342,0,f,0,1,0,0,0,1,1,2.0,赤い花 を 2 本 あげました,r1,decrease,2.0,decrease,r,0,1,0
132,2017/10/20,11:59:13,320,31710071,2,1,2,SET,3,3,0,2,3,1508468342,0,f,0,1,0,0,0,1,1,5.0,赤い花 を 5 本 もっています,e1,existence,3.0,decrease,e2,0,1,0
133,2017/10/20,11:59:16,321,31710071,2,1,3,SET,1,1,1,2,3,1508468342,0,s,1,1,1,1,1,5,1,0.0,赤い花 を ? 本 もっています,e1,existence,1.0,decrease,e1,0,1,0
134,2017/10/20,11:59:17,321,31710071,2,1,3,CHECK,0,0,1,2,3,1508468342,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0
135,2017/10/20,11:59:18,0,31710071,2,2,0,PROB_BEGIN,0,0,0,0,0,1508468358,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
136,2017/10/20,11:59:22,20,31710071,2,2,1,SET,2,2,0,2,0,1508468358,0,f,0,1,0,0,0,1,1,5.0,男の子 が 5 にん かえりました,r1,decrease,2.0,decrease,r,0,1,0
137,2017/10/20,11:59:26,320,31710071,2,2,2,SET,3,3,0,2,3,1508468358,0,f,0,1,0,0,0,1,1,3.0,男の子 が 3 にん います,e1,existence,3.0,decrease,e2,0,1,0
138,2017/10/20,11:59:31,321,31710071,2,2,3,SET,1,1,1,2,3,1508468358,0,s,1,1,1,1,1,5,1,0.0,男の子 が ? にん います,e1,existence,1.0,decrease,e1,0,1,0
139,2017/10/20,11:59:32,321,31710071,2,2,3,CHECK,0,0,1,2,3,1508468358,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0
